,PRODUTC,VALUE,DATETIME,DW_A_NUMBER_INT,DW_B_NUMBER_INT,CELL_ID,SITE_ID,PRODUCT,DATE_TIME,DW_A_NUMBER,DW_B_NUMBER,CELLID,SIET_ID
438,,0,,,,3u865XIo6c,3u865XIo6c,sms,2012-05-07 23:44:42.0,8118c3aa53d6c7b,27ce1c7dba974c9,,
439,,0,,,,0TTGQF5ChH,0TTGQF5ChH,sms,2012-05-07 23:44:45.0,ec994547db7abff,5ebe28b6fafe377,,
440,,0,,,,+pZNtCvhmT,+pZNtCvhmT,sms,2012-05-07 23:44:50.0,b58a2a38583cad1,aaaf0e4bdec7311,,
441,,0,,,,KB2sv4cEm7,KB2sv4cEm7,Voice,2012-05-07 23:44:55.0,6ae9cd15cb4b5e0,8fb4820b1b25476,,
442,,0,,,,FG46Yi8HNx,FG46Yi8HNx,sms,2012-05-07 23:44:59.0,35464d80ced53d3,3a8dfa9426699a4,,
443,,0,,,,CUPfBzjJhL,CUPfBzjJhL,sms,2012-05-07 23:45:01.0,c0257c6d94989ff,17fb8e891b78c9f,,
444,,0,,,,1DLa1Gsiik,1DLa1Gsiik,sms,2012-05-07 23:45:03.0,800f574b7b3fc2f,b2aca8aa11901fa,,
445,,748,,,,9hl3yLvU6j,9hl3yLvU6j,data,2012-05-07 23:45:07.0,52fa49c1accc61b,5a4dc9e82deb309,,
446,,0,,,,2dmu2Iy1CX,2dmu2Iy1CX,sms,2012-05-07 23:45:18.0,9edcd08cb541d43,a923c8015b1d365,,
447,,0,,,,889VPNrppJ,889VPNrppJ,Voice,2012-05-07 23:45:18.0,976c92a0e48f0fd,925ec6ce61ad4a9,,
448,,0,,,,GrhhfTDR3V,GrhhfTDR3V,sms,2012-05-07 23:45:30.0,0f073dac9a74370,c367306141b4a52,,
449,,0,,,,54Pb8dz/52,54Pb8dz/52,sms,2012-05-07 23:45:40.0,0bf5a8b80923b89,a9caa608e2e9275,,
450,,0,,,,GdvP+oiTnS,GdvP+oiTnS,sms,2012-05-07 23:45:41.0,869f083c93185a4,aaaf0e4bdec7311,,
451,,0,,,,MW5J8MT3Zs,MW5J8MT3Zs,data,2012-05-07 23:45:42.0,d703e00bf11fe50,5a4dc9e82deb309,,
452,,0,,,,5bFHC1hRn8,5bFHC1hRn8,sms,2012-05-07 23:45:58.0,1dfe6248bc47cb5,85e10735aa738e3,,
453,,0,,,,HO3TDSi5H0,HO3TDSi5H0,Voice,2012-05-07 23:45:58.0,615eff194fdfd41,a43cde3c3755a88,,
454,,0,,,,2ygIBia4Re,2ygIBia4Re,sms,2012-05-07 23:46:00.0,cdbe80dcbb434d5,fbba06a4452af87,,
455,,0,,,,9+YvxgwXCr,9+YvxgwXCr,data,2012-05-07 23:46:00.0,e809bd79a001656,5a4dc9e82deb309,,
456,,0,,,,J1FiwEP12t,J1FiwEP12t,sms,2012-05-07 23:46:01.0,3fd6b9fe18c84bd,ea27c10672fd814,,
457,,1496,,,,EpCRhkGWMS,EpCRhkGWMS,Voice,2012-05-07 23:46:04.0,6018e73de085ec1,84a699ed8e515ba,,
458,,0,,,,2vqM21lFHK,2vqM21lFHK,sms,2012-05-07 23:46:20.0,bd1dfc77ab6b8bb,ad658cd3764f5ba,,
459,,190,,,,C7KGmBdYL5,C7KGmBdYL5,Voice,2012-05-07 23:46:20.0,c3ffd0c9202ce74,633bcf8b3abdb4c,,
460,,0,,,,176sGHv7Ym,176sGHv7Ym,sms,2012-05-07 23:46:21.0,d6c9781ed8ed99e,05d89b9d4391834,,
461,,0,,,,AOK0ydVcML,AOK0ydVcML,Voice,2012-05-07 23:46:35.0,33082d59c2b8575,fb5df4efecb4f57,,
462,,0,,,,CZn1sFJ1kx,CZn1sFJ1kx,sms,2012-05-07 23:46:35.0,39d4105c32c0275,7445315fc71caf1,,
463,,116,,,,9+YvxgwXCr,9+YvxgwXCr,Voice,2012-05-07 23:46:36.0,dba74523ddbdd83,fc1998e1b5a163e,,
464,,41,,,,IzPItEGe6F,IzPItEGe6F,Voice,2012-05-07 23:46:41.0,6a74f7eec4d3861,73541f5caaa99a3,,
465,,0,,,,FiSHrmEwXi,FiSHrmEwXi,sms,2012-05-07 23:46:43.0,7e00099eb38cdb1,1939a23f5c82446,,
466,,0,,,,5pIl0RaDmd,5pIl0RaDmd,sms,2012-05-07 23:46:45.0,fbe8b614687a9ae,aaf68d1175218c4,,
467,,0,,,,M3sS5E5L5V,M3sS5E5L5V,sms,2012-05-07 23:46:45.0,eeffa48a8962fad,4d8754420c99615,,
468,,199,,,,2jd/9pF2su,2jd/9pF2su,Voice,2012-05-07 23:46:46.0,d2e1aa3fa53f5f6,e50b13605dd1d00,,
469,,0,,,,BOhNtjjr5l,BOhNtjjr5l,sms,2012-05-07 23:46:47.0,7dcfa7b8db73324,9f61d8f92554105,,
470,,0,,,,A5BT2LofZO,A5BT2LofZO,Voice,2012-05-07 23:46:49.0,25a38b7c9815134,4c6b6d229d33d22,,
471,,0,,,,C+CB2i8BnW,C+CB2i8BnW,sms,2012-05-07 23:46:52.0,a55cfe7372925e7,d3a4909a9f0c468,,
472,,0,,,,GQJqAknnaU,GQJqAknnaU,sms,2012-05-07 23:46:58.0,ed608d17505ca24,3115d7ec2961d9e,,
473,,0,,,,+bO+qkSonO,+bO+qkSonO,Voice,2012-05-07 23:47:05.0,50cbd6b208241f3,9fcb398f7bbee0f,,
474,,0,,,,6I6iMT9PAR,6I6iMT9PAR,Voice,2012-05-07 23:47:06.0,5c6e90ad13b459e,82bef7bc3e2f72f,,
475,,0,,,,47yB6si0R9,47yB6si0R9,Voice,2012-05-07 23:47:12.0,fbb793549ed552b,f79ecf336756426,,
476,,0,,,,A8DVFRC4Ga,A8DVFRC4Ga,Voice,2012-05-07 23:47:13.0,a0a495a60105d95,c7b0e564ca88236,,
477,,0,,,,LqcngOH2iU,LqcngOH2iU,data,2012-05-07 23:47:15.0,d921d3a14733514,5a4dc9e82deb309,,
478,,14,,,,8lrPAakdPZ,8lrPAakdPZ,Voice,2012-05-07 23:47:19.0,60f54e890694afe,b19b1dffa5f0b21,,
479,,0,,,,C7KGmBdYL5,C7KGmBdYL5,sms,2012-05-07 23:47:20.0,c13e32fabc03d3a,b79fc3688f204a9,,
480,,0,,,,AmEVnt2t2G,AmEVnt2t2G,data,2012-05-07 23:47:21.0,c4b22391790cb5b,5a4dc9e82deb309,,
481,,0,,,,KUkWE6WX0x,KUkWE6WX0x,sms,2012-05-07 23:47:21.0,6be96dbc99a43df,aaaf0e4bdec7311,,
482,,77,,,,ETS5upSJ97,ETS5upSJ97,Voice,2012-05-07 23:47:25.0,099f22170f753cf,a3458d5bbe083c1,,
483,,0,,,,8X69F2OHjn,8X69F2OHjn,data,2012-05-07 23:47:30.0,3346075aba8a95c,5a4dc9e82deb309,,
484,,0,,,,HGUH560fk3,HGUH560fk3,sms,2012-05-07 23:47:30.0,06c77e0093cd7de,44ba436ce510429,,
485,,0,,,,JkaoT7pHrk,JkaoT7pHrk,data,2012-05-07 23:47:30.0,a00be29ddf7050e,5a4dc9e82deb309,,
486,,0,,,,2aXXOLyR5M,2aXXOLyR5M,data,2012-05-07 23:47:32.0,bcc94d659ef6c80,5a4dc9e82deb309,,
487,,0,,,,ICUp5WPQf6,ICUp5WPQf6,sms,2012-05-07 23:47:32.0,72f1a91ae2bff42,24a81ec87eda881,,
488,,0,,,,BibJ2PNHaK,BibJ2PNHaK,sms,2012-05-07 23:47:34.0,eef230de0714a39,d2e12e1fd12584d,,
489,,0,,,,BMA5DkwF03,BMA5DkwF03,sms,2012-05-07 23:47:35.0,9528f98a732beff,0fdb399a7505c31,,
490,,50,,,,AJ5dgXjb+X,AJ5dgXjb+X,sms,2012-05-07 23:47:37.0,0e503a9a94e9f44,c5d13aeca7d5758,,
491,,0,,,,3IoIGy1+o8,3IoIGy1+o8,sms,2012-05-07 23:47:39.0,fb878f8a3d60130,3c48f2e79e8ca66,,
492,,0,,,,EXwMnX/Zun,EXwMnX/Zun,sms,2012-05-07 23:47:42.0,abc3de369c7ba62,12b3a4af49359b9,,
493,,0,,,,8lrPAakdPZ,8lrPAakdPZ,sms,2012-05-07 23:47:47.0,05bbec3331c14d8,6f40feaf09e8294,,
494,,0,,,,APmYLwtmu5,APmYLwtmu5,sms,2012-05-07 23:47:47.0,a9a63e7751384db,49d2f180587c360,,
495,,0,,,,CCN33/H+Pj,CCN33/H+Pj,Voice,2012-05-07 23:47:48.0,5b9a7cd3151477f,6b277eaca46d001,,
496,,0,,,,0Fmr/IZtQ+,0Fmr/IZtQ+,Voice,2012-05-07 23:47:49.0,e35ef743e4837d1,6e41326e68f2114,,
497,,0,,,,2jd/9pF2su,2jd/9pF2su,sms,2012-05-07 23:47:53.0,563dc644d8e401a,e09e736e46c5c3d,,
498,,0,,,,KE4VqUMLIn,KE4VqUMLIn,sms,2012-05-07 23:47:54.0,dd6e3e275193014,09e721721650e7f,,
499,,0,,,,DLaN/v1XdI,DLaN/v1XdI,Voice,2012-05-07 23:47:58.0,fdb2983d5ff7800,28124b3c99a8762,,
500,,10,,,,A+qPfLMWEo,A+qPfLMWEo,Voice,2012-05-07 23:48:00.0,08167c60069b0a0,21c5bfb27f26587,,
501,,0,,,,EkHJkbjHNb,EkHJkbjHNb,Voice,2012-05-07 23:48:01.0,e199f2c15fa9a26,4c2cfc9124a57a4,,
502,,0,,,,BO1m/426wL,BO1m/426wL,data,2012-05-07 23:48:02.0,4248b5816fd9aba,5a4dc9e82deb309,,
503,,0,,,,BdTpTFSFDH,BdTpTFSFDH,Voice,2012-05-07 23:48:05.0,18ef305d56f42a1,2687e7787548de8,,
504,,0,,,,IudtYoIUjh,IudtYoIUjh,Voice,2012-05-07 23:48:09.0,0b0e2aa91a403b7,0928c0b3a7c7647,,
505,,200,,,,MDLPbmxPPM,MDLPbmxPPM,Voice,2012-05-07 23:48:14.0,33c33582f73cdb3,9952eb3909e21cc,,
506,,0,,,,9YcryBb46d,9YcryBb46d,sms,2012-05-07 23:48:15.0,5f08d9fb1302c44,e49a6a82cca2f98,,
507,,0,,,,KcfwOao4pq,KcfwOao4pq,sms,2012-05-07 23:48:15.0,05d7d3b2dee4bac,af2556a4b384276,,
508,,0,,,,1MTLUFpdzd,1MTLUFpdzd,sms,2012-05-07 23:48:16.0,be38ddbf57b4905,a4114dcf352b979,,
509,,0,,,,64Z7+ykhsT,64Z7+ykhsT,sms,2012-05-07 23:48:17.0,7fa908008c02304,aaaf0e4bdec7311,,
510,,0,,,,KTJ9iGuUT8,KTJ9iGuUT8,sms,2012-05-07 23:48:19.0,2c6b8009d8b0236,4d83f52fd3b5303,,
511,,10,,,,Ev59W2ltgS,Ev59W2ltgS,Voice,2012-05-07 23:48:23.0,12b7683dbef6097,4e4c8d05bd94bf4,,
512,,0,,,,2qIUtlcPBL,2qIUtlcPBL,sms,2012-05-07 23:48:29.0,1a4d614019b5e87,7822512e7a5ee38,,
513,,0,,,,MtwILV82zT,MtwILV82zT,data,2012-05-07 23:48:31.0,21ba2a2f2d89f58,5a4dc9e82deb309,,
514,,0,,,,HsveP082YQ,HsveP082YQ,sms,2012-05-07 23:48:33.0,39d4105c32c0275,fef2c2c1bc71797,,
515,,0,,,,EnUrwdcA2g,EnUrwdcA2g,sms,2012-05-07 23:48:37.0,877354dfb3d516a,c713214e6980d40,,
516,,0,,,,Isi8KrDnTy,Isi8KrDnTy,sms,2012-05-07 23:48:45.0,3f86f3a0f7de1c4,4be5400be4c1197,,
517,,0,,,,NtrtI1WvVO,NtrtI1WvVO,sms,2012-05-07 23:48:50.0,fb5db923774ffba,2b328ea7a21b80c,,
518,,0,,,,J/4DYkbgci,J/4DYkbgci,Voice,2012-05-07 23:48:57.0,13fc319520e3cb7,f3697a673de4a52,,
519,,0,,,,7qPhUyC8/b,7qPhUyC8/b,sms,2012-05-07 23:48:58.0,1dfe6248bc47cb5,32e25a3e6967dda,,
520,,41,,,,HO3TDSi5H0,HO3TDSi5H0,Voice,2012-05-07 23:48:59.0,9fe9f6652bb3728,347334a7b736229,,
521,,0,,,,KcfwOao4pq,KcfwOao4pq,sms,2012-05-07 23:48:59.0,ad1c95f7017f9b5,12c117aa01af884,,
522,,0,,,,301gn/BrU5,301gn/BrU5,sms,2012-05-07 23:49:04.0,5fe9a3203d5939f,917ea94666400d2,,
523,,0,,,,GNYlkeuVhL,GNYlkeuVhL,sms,2012-05-07 23:49:08.0,e278d532558325d,93343ba6e41af95,,
524,,3,,,,4oRa9YwYR4,4oRa9YwYR4,Voice,2012-05-07 23:49:10.0,2ebf3b6a51a8409,ff2c1bd94e8914a,,
525,,0,,,,Fs0G3i4Iln,Fs0G3i4Iln,sms,2012-05-07 23:49:21.0,1c418e94a115897,aaaf0e4bdec7311,,
526,,0,,,,HDTX65E7ic,HDTX65E7ic,sms,2012-05-07 23:49:21.0,727ac99356578a5,2c72a1358897904,,
527,,1,,,,G3V6WLCm9T,G3V6WLCm9T,Voice,2012-05-07 23:49:32.0,70937a49a249cca,2901777663ed491,,
528,,0,,,,CvUAiacu51,CvUAiacu51,sms,2012-05-07 23:49:33.0,e90da2a4c38703f,cedbabcce948a55,,
529,,0,,,,LfzZVh+YOT,LfzZVh+YOT,Voice,2012-05-07 23:49:33.0,86b67afaa22519a,edc3f5ed8ba45ca,,
530,,0,,,,JEMvPf7du4,JEMvPf7du4,sms,2012-05-07 23:49:36.0,eeafbfc51e6e757,f943132e3b3a0b4,,
531,,0,,,,6N2tX92Rn0,6N2tX92Rn0,sms,2012-05-07 23:49:39.0,9cd57b4fabe9b5f,e09e736e46c5c3d,,
532,,0,,,,HO3TDSi5H0,HO3TDSi5H0,sms,2012-05-07 23:49:41.0,6a9e7716ae6c990,3130ad3907c2a93,,
533,,0,,,,N7Sq+rBs2r,N7Sq+rBs2r,sms,2012-05-07 23:49:46.0,97f3183eefa4ddd,d164ed0a0cf2360,,
534,,0,,,,Ji5RBowwOF,Ji5RBowwOF,sms,2012-05-07 23:49:49.0,6a036ab30b3aca4,7af76c2046e02f3,,
535,,8,,,,2PbwFG2K9y,2PbwFG2K9y,Voice,2012-05-07 23:49:50.0,738273b433fee4d,f871e4d5e4f9ca2,,
536,,0,,,,APiQpdSSjJ,APiQpdSSjJ,sms,2012-05-07 23:49:51.0,b6be1a0a914af12,69aea303379849a,,
537,,0,,,,2ygIBia4Re,2ygIBia4Re,sms,2012-05-07 23:49:55.0,ef97fbd0ae51c31,a88fb59503dd9b7,,
538,,0,,,,JwyI40HRU1,JwyI40HRU1,sms,2012-05-07 23:50:01.0,ecd5f9ab26e8e4c,e166277e08e4f90,,
539,,75,,,,9dErPB9dKW,9dErPB9dKW,sms,2012-05-07 23:50:02.0,8a4afd0c9955ae6,6ab3bf4c005cba3,,
540,,0,,,,AmEVnt2t2G,AmEVnt2t2G,sms,2012-05-07 23:50:03.0,fe5acb37b39761d,e2d35b66b4f4ee2,,
541,,25,,,,8lrPAakdPZ,8lrPAakdPZ,sms,2012-05-07 23:50:04.0,98a8fcca86990f0,4319a0a480b55ed,,
542,,0,,,,DJ9GKi9/72,DJ9GKi9/72,sms,2012-05-07 23:50:09.0,d009add8c378919,9ad484cf70d88ce,,
543,,0,,,,4nNEPWLuOF,4nNEPWLuOF,sms,2012-05-07 23:50:12.0,1c412d42a13c1c1,3b005e7c29d5e7c,,
544,,0,,,,EZ5x4xfIAA,EZ5x4xfIAA,sms,2012-05-07 23:50:19.0,3cf11635330ef0b,c4cbe5713585359,,
545,,0,,,,F/Q4Nc9SI1,F/Q4Nc9SI1,sms,2012-05-07 23:50:21.0,30639c9163fbe37,e09e736e46c5c3d,,
546,,0,,,,+e+xcimwre,+e+xcimwre,sms,2012-05-07 23:50:23.0,5bbd3bd78dae5fb,213ab376324465f,,
547,,0,,,,906q8kzUoO,906q8kzUoO,sms,2012-05-07 23:50:27.0,b10633e1aa058bf,a3472b7f0465f09,,
548,,2,,,,GAYGchkEBn,GAYGchkEBn,Voice,2012-05-07 23:50:29.0,a8fa1d6f9229b9f,71cad72a4b0b185,,
549,,0,,,,LqcngOH2iU,LqcngOH2iU,Voice,2012-05-07 23:50:29.0,dbe031b673a6ff7,eb0c4b2fa4aca17,,
550,,0,,,,MDLPbmxPPM,MDLPbmxPPM,Voice,2012-05-07 23:50:33.0,81e53b1f5dd4636,fdec7af7a3668e5,,
551,,0,,,,5HRxdUQlOC,5HRxdUQlOC,Voice,2012-05-07 23:50:34.0,53c7b614e4abf47,e7d3b66779e3933,,
552,,142,,,,94RlkdIJPc,94RlkdIJPc,Voice,2012-05-07 23:50:35.0,ef92c056eee963e,1959cc6c1166871,,
553,,144,,,,0r4EVaG2A/,0r4EVaG2A/,Voice,2012-05-07 23:50:45.0,599c81cf42f376b,dfa8d6e0765d1c6,,
554,,0,,,,9dErPB9dKW,9dErPB9dKW,sms,2012-05-07 23:50:47.0,1abeaf92142311f,e752f988048c780,,
555,,0,,,,5pIl0RaDmd,5pIl0RaDmd,data,2012-05-07 23:51:01.0,4f0f39e20c27c4a,5a4dc9e82deb309,,
556,,0,,,,5afrS6KEkg,5afrS6KEkg,data,2012-05-07 23:51:08.0,e8c8918877b423f,5a4dc9e82deb309,,
557,,0,,,,FLtt+9eiRQ,FLtt+9eiRQ,data,2012-05-07 23:51:10.0,e1c8eb1505d34b6,5a4dc9e82deb309,,
558,,0,,,,906q8kzUoO,906q8kzUoO,sms,2012-05-07 23:51:11.0,39d4105c32c0275,ff79ec58bd2415b,,
559,,0,,,,1MTLUFpdzd,1MTLUFpdzd,sms,2012-05-07 23:51:12.0,b920f1beb35b659,1d2867ac56e01e1,,
560,,0,,,,MRHKc9ULfd,MRHKc9ULfd,sms,2012-05-07 23:51:14.0,42957257adc4745,6acc940e4ce3271,,
561,,0,,,,LdFD5KonJa,LdFD5KonJa,sms,2012-05-07 23:51:16.0,e29790c6980f2dc,93343ba6e41af95,,
562,,0,,,,J2VnMbxAE+,J2VnMbxAE+,sms,2012-05-07 23:51:20.0,04558b2a394266e,36edd34b9197008,,
563,,0,,,,CZn1sFJ1kx,CZn1sFJ1kx,sms,2012-05-07 23:51:23.0,a1e9aa433a5afaf,09542704a377e9a,,
564,,0,,,,5w04RNltpC,5w04RNltpC,sms,2012-05-07 23:51:24.0,073ac69d82db001,170a2b7227a4bd8,,
565,,0,,,,/lW1z7T9L8,/lW1z7T9L8,Voice,2012-05-07 23:51:26.0,4bb9c57ce1933b2,55ad144fa74fddc,,
566,,0,,,,A8DVFRC4Ga,A8DVFRC4Ga,sms,2012-05-07 23:51:30.0,9eefbd46303f8af,d164ed0a0cf2360,,
567,,0,,,,5lXcKLcxWE,5lXcKLcxWE,data,2012-05-07 23:51:31.0,67f6b97c80b6e74,5a4dc9e82deb309,,
568,,0,,,,6wx/uwX8LG,6wx/uwX8LG,sms,2012-05-07 23:51:35.0,23c819222233f97,fadfe9cc973fb83,,
569,,0,,,,0eNnL1pokg,0eNnL1pokg,sms,2012-05-07 23:51:37.0,8ab8b9ed6989f61,e09e736e46c5c3d,,
570,,400,,,,0Fmr/IZtQ+,0Fmr/IZtQ+,Voice,2012-05-07 23:51:44.0,d062206547164fc,bacd23d689257d5,,
571,,0,,,,0UFkHqX87G,0UFkHqX87G,sms,2012-05-07 23:51:46.0,63c1d8709919180,5d9586ef1e10268,,
572,,0,,,,EkHJkbjHNb,EkHJkbjHNb,sms,2012-05-07 23:51:48.0,3f8a93ac9795de3,7e6da4f0d39c9ce,,
573,,190,,,,Ji5RBowwOF,Ji5RBowwOF,data,2012-05-07 23:51:50.0,7d9e13a6813d901,5a4dc9e82deb309,,
574,,0,,,,PD7c9HhR/G,PD7c9HhR/G,sms,2012-05-07 23:51:50.0,1aa44b69be1b22c,7c24f6825a86efd,,
575,,33,,,,6i0cAvBgMU,6i0cAvBgMU,Voice,2012-05-07 23:51:53.0,f378166be1b6760,83c19482211d048,,
576,,0,,,,OeukqlEcwz,OeukqlEcwz,data,2012-05-07 23:51:58.0,66d5313e9ed8de2,5a4dc9e82deb309,,
577,,18,,,,Bc6AeplXk+,Bc6AeplXk+,Voice,2012-05-07 23:51:59.0,c6a7fc575818910,de96143ae376c8a,,
578,,0,,,,G3V6WLCm9T,G3V6WLCm9T,sms,2012-05-07 23:52:03.0,ebb4407c43ed764,8099cd30a1845f2,,
579,,0,,,,13O1+JEun3,13O1+JEun3,sms,2012-05-07 23:52:04.0,9f952d95f42dacb,c3f1f718d937652,,
580,,0,,,,BOhNtjjr5l,BOhNtjjr5l,Voice,2012-05-07 23:52:06.0,26c8f9444f8a094,60badd5d574cf89,,
581,,0,,,,OQIxHvzGJD,OQIxHvzGJD,sms,2012-05-07 23:52:06.0,f2975ed17d8c926,93343ba6e41af95,,
582,,0,,,,4eA1+4uyTK,4eA1+4uyTK,data,2012-05-07 23:52:12.0,0f336277ea5f5e6,5a4dc9e82deb309,,
583,,0,,,,4H/1KJoHPN,4H/1KJoHPN,sms,2012-05-07 23:52:17.0,3c3386c320df0af,fdf233759370818,,
584,,0,,,,13O1+JEun3,13O1+JEun3,sms,2012-05-07 23:52:18.0,aeb13e078f33374,fbb00ee47a4bfcc,,
585,,16,,,,08dxZmJxU8,08dxZmJxU8,Voice,2012-05-07 23:52:20.0,0d824c52dec5622,3848ab8dad21465,,
586,,0,,,,/TJNe+Mmtu,/TJNe+Mmtu,sms,2012-05-07 23:52:21.0,6f963e4d1fc4de8,e09e736e46c5c3d,,
587,,0,,,,4H/1KJoHPN,4H/1KJoHPN,sms,2012-05-07 23:52:21.0,8c370a759deb37c,aaaf0e4bdec7311,,
588,,0,,,,84GaTlSvVd,84GaTlSvVd,sms,2012-05-07 23:52:21.0,0d6eeff824b134e,a1b87ad157ce45b,,
589,,0,,,,A4qKbVuQeJ,A4qKbVuQeJ,Voice,2012-05-07 23:52:21.0,7340c16a580b581,dd9448c79077f82,,
590,,0,,,,CZn1sFJ1kx,CZn1sFJ1kx,data,2012-05-07 23:52:25.0,55897a4ead47692,5a4dc9e82deb309,,
591,,6,,,,M2kSBT4wNz,M2kSBT4wNz,Voice,2012-05-07 23:52:26.0,a1aba45339e243d,c5d70e913f5db2f,,
592,,0,,,,69PzMuWJR2,69PzMuWJR2,Voice,2012-05-07 23:52:27.0,86cd1d8d06df8fe,610ac8163268455,,
593,,0,,,,9/CstAxGD8,9/CstAxGD8,sms,2012-05-07 23:52:28.0,99181ba3c83e9b1,7626f29de2041d1,,
594,,25,,,,Hgv1whRTy8,Hgv1whRTy8,sms,2012-05-07 23:52:28.0,9c456e2b2309ed5,3d34f14d8f1dde4,,
595,,0,,,,MyrAfTXQ9F,MyrAfTXQ9F,sms,2012-05-07 23:52:29.0,a048e1ab344dcd8,7af76c2046e02f3,,
596,,0,,,,8GqjWcIWAp,8GqjWcIWAp,Voice,2012-05-07 23:52:31.0,19fea063b9354bb,a4a317bb5ce5846,,
597,,38,,,,9+YvxgwXCr,9+YvxgwXCr,Voice,2012-05-07 23:52:36.0,88888ee40583db6,3a96c54a9bddc91,,
598,,0,,,,JXyGLLgsc3,JXyGLLgsc3,sms,2012-05-07 23:52:41.0,ce0ba03cb1b7841,aaaf0e4bdec7311,,
599,,0,,,,OyZYjyJHxf,OyZYjyJHxf,Voice,2012-05-07 23:52:43.0,46dffb05239784a,e0f22dea10371cd,,
600,,28,,,,AZy+zOT2wN,AZy+zOT2wN,Voice,2012-05-07 23:52:46.0,3178eaa266b76c5,e987e42707cadba,,
601,,280,,,,MQDCR2VlNt,MQDCR2VlNt,Voice,2012-05-07 23:52:46.0,2383d6871115c7d,b6ee3a6963f6ff0,,
602,,0,,,,C+CB2i8BnW,C+CB2i8BnW,sms,2012-05-07 23:52:47.0,2018c885be631d5,f91f55e0e734d04,,
603,,0,,,,3T/wsniMlZ,3T/wsniMlZ,sms,2012-05-07 23:52:48.0,40083577d03bfc4,7af76c2046e02f3,,
604,,0,,,,Py3E6upFZA,Py3E6upFZA,Voice,2012-05-07 23:52:50.0,b6e4cb93fd9d170,6cda9631521c69f,,
605,,0,,,,PYgURTUHcG,PYgURTUHcG,sms,2012-05-07 23:52:51.0,bfb2e806b4575e5,799b8fb264a12a7,,
606,,0,,,,OUowUHTtLd,OUowUHTtLd,sms,2012-05-07 23:52:59.0,1f47cea00aedd08,685a4d9348e7e14,,
607,,0,,,,HYO2XTepLJ,HYO2XTepLJ,data,2012-05-07 23:53:00.0,953c0d5060b6782,5a4dc9e82deb309,,
608,,46,,,,JwyI40HRU1,JwyI40HRU1,Voice,2012-05-07 23:53:00.0,c493197fa46e860,e99b8ee537732a0,,
609,,36,,,,2q0YsSCxbH,2q0YsSCxbH,Voice,2012-05-07 23:53:01.0,8d4c2960a7df0f7,6d0a8df12c3bbe7,,
610,,0,,,,MpOhP3OKNN,MpOhP3OKNN,data,2012-05-07 23:53:02.0,32193dbced6cb31,5a4dc9e82deb309,,
611,,0,,,,5IfBEq1g5D,5IfBEq1g5D,sms,2012-05-07 23:53:03.0,f0cbc82275b8631,4ff1c90455a03c7,,
612,,0,,,,P81Wal8jAQ,P81Wal8jAQ,sms,2012-05-07 23:53:07.0,3460a40959c6e5a,dae3c4b229e8288,,
613,,0,,,,5N6qCbLgiM,5N6qCbLgiM,sms,2012-05-07 23:53:18.0,4611bea28f074d4,d8199c6e5d612ad,,
614,,0,,,,+38u2u/rfx,+38u2u/rfx,data,2012-05-07 23:53:19.0,e3622779d22f637,5a4dc9e82deb309,,
615,,0,,,,5IfBEq1g5D,5IfBEq1g5D,Voice,2012-05-07 23:53:20.0,ea28de50ea26d15,c07b8a800fd9a85,,
616,,0,,,,/TJNe+Mmtu,/TJNe+Mmtu,data,2012-05-07 23:53:21.0,a7a06f3affefa96,5a4dc9e82deb309,,
617,,0,,,,4Qx5kxOMvS,4Qx5kxOMvS,Voice,2012-05-07 23:53:24.0,98d14a35ae5079b,203490da2236979,,
618,,0,,,,PrquoYd2rX,PrquoYd2rX,data,2012-05-07 23:53:24.0,ea10f1899e453da,5a4dc9e82deb309,,
619,,47,,,,Hm4ZnOKjQc,Hm4ZnOKjQc,Voice,2012-05-07 23:53:25.0,2a3a60efb2d88b6,9fd15147386e32c,,
620,,7,,,,BdTpTFSFDH,BdTpTFSFDH,Voice,2012-05-07 23:53:26.0,20827d75752b01b,e72fdff201f141d,,
621,,146,,,,176sGHv7Ym,176sGHv7Ym,Voice,2012-05-07 23:53:34.0,09a4b8e44703adb,727cdd0c9568b82,,
622,,0,,,,72oK29w3II,72oK29w3II,sms,2012-05-07 23:53:45.0,1c412d42a13c1c1,514281477f62822,,
623,,0,,,,LfzZVh+YOT,LfzZVh+YOT,Voice,2012-05-07 23:53:49.0,dcbbaf1b155ec57,8df5421711d0e09,,
624,,118,,,,0DeimCpZOc,0DeimCpZOc,Voice,2012-05-07 23:53:54.0,496c58c1af57761,5ba9c15ffda293e,,
625,,0,,,,EQ7f+AqXtU,EQ7f+AqXtU,sms,2012-05-07 23:53:58.0,22a8acb155e49c9,b25271465f1b2c4,,
626,,17,,,,FSTkdCgmAC,FSTkdCgmAC,Voice,2012-05-07 23:54:01.0,eedf4a18c718fda,0ab528ce96ff8dc,,
627,,0,,,,3zwc9ry2i5,3zwc9ry2i5,sms,2012-05-07 23:54:08.0,aeb13e078f33374,c194a42da93b290,,
628,,0,,,,6dZgOHeA29,6dZgOHeA29,sms,2012-05-07 23:54:10.0,8f9162b1b7cf90b,3292f8d6b736086,,
629,,13,,,,FqBu76Vx3i,FqBu76Vx3i,Voice,2012-05-07 23:54:21.0,e9d847a48dea1c7,bc59886acd47fd7,,
630,,0,,,,KY7L4Oke5w,KY7L4Oke5w,sms,2012-05-07 23:54:21.0,2018c885be631d5,f91f55e0e734d04,,
